District Number,School Number,District Name,School Name,Overall Composite,Literacy Composite,Numeracy Composite,Literacy and Numeracy Composite,Social Studies Composite
792,8256,Shelby County (New),Aurora Collegiate Academy,5,5,5,5,NA
792,8258,Shelby County (New),KIPP Memphis Middle Academy,2,2,3,2,2
792,8260,Shelby County (New),Memphis Grizzlies Preparatory Charter School,3,3,1,2,5
792,8262,Shelby County (New),KIPP Memphis Collegiate Elementary,5,3,5,5,NA
792,8264,Shelby County (New),Memphis Rise Academy,5,5,5,5,5
792,8266,Shelby County (New),Vision Preparatory Charter School,3,3,3,3,NA
792,8270,Shelby County (New),Power Center Academy Elementary School,1,1,1,1,NA
792,8275,Shelby County (New),The Excel Center,1,3,1,1,2
792,8280,Shelby County (New),Granville T. Woods Academy of Innovation Charter School,3,3,3,3,1
792,8285,Shelby County (New),Leadership Preparatory Charter School,1,2,1,1,NA
792,8295,Shelby County (New),Gateway University,1,2,1,1,2
792,8300,Shelby County (New),Kaleidoscope School of Memphis,3,3,3,3,2
792,8310,Shelby County (New),Memphis School of Excellence Elementary,2,2,3,2,NA
792,8320,Shelby County (New),Southwest Early College High School,1,2,1,1,NA
792,8325,Shelby County (New),Crosstown High School,1,3,1,1,NA
792,8335,Shelby County (New),Memphis Business Academy Hickory Hill Middle School,5,4,5,5,1
792,8350,Shelby County (New),Believe Memphis Academy Charter School,5,5,5,5,NA
792,8355,Shelby County (New),Freedom Preparatory Academy Charter Schools,5,3,5,5,3
793,1,Arlington,Arlington High,1,1,1,1,3
793,5,Arlington,Arlington Elementary,5,5,5,5,NA
793,6,Arlington,Arlington Middle,1,1,1,1,2
793,195,Arlington,Donelson Elementary,5,3,5,5,NA
794,3,Bartlett,Altruria Elementary,5,5,5,5,NA
794,7,Bartlett,Appling Middle School,3,1,5,3,3
794,20,Bartlett,Bartlett Elementary School,4,4,3,4,NA
794,25,Bartlett,Bartlett High School,5,4,5,5,3
794,30,Bartlett,Bon Lin Elementary School,5,5,5,5,NA
794,33,Bartlett,Bon Lin Middle School,5,5,3,4,5
794,90,Bartlett,Ellendale Elementary,2,3,1,2,NA
794,95,Bartlett,Elmore Park Middle School,1,2,1,1,5
794,150,Bartlett,Oak Elementary,5,5,5,5,NA
794,155,Bartlett,Rivercrest Elementary,5,5,5,5,NA
795,8,Collierville,Bailey Station Elementary School,4,5,3,4,NA
795,55,Collierville,Collierville Elementary School,5,5,5,5,NA
795,60,Collierville,Collierville High School,5,5,5,5,5
795,63,Collierville,Collierville Middle School,1,1,1,1,3
795,65,Collierville,Crosswind Elementary School,5,5,4,5,NA
795,165,Collierville,Schilling Farms Elementary School,5,4,5,5,NA
795,168,Collierville,West Collierville Middle School,5,3,1,1,5
795,183,Collierville,Sycamore Elementary School,4,3,4,4,NA
795,190,Collierville,Tara Oaks Elementary School,3,3,3,3,NA
796,70,Germantown,Dogwood Elementary School,4,5,2,4,NA
796,100,Germantown,Farmington Elementary School,5,4,4,5,NA
796,109,Germantown,Houston Middle School,3,3,1,1,5
796,111,Germantown,Houston High School,5,1,5,5,3
796,160,Germantown,Riverdale Elementary School,4,3,2,2,5
797,116,Lakeland,Lakeland Elementary School,5,5,5,5,NA
797,120,Lakeland,Lakeland Middle Preparatory School,5,4,4,5,5
798,78,Millington Municipal Schools,E.A. Harrold Elementary School,3,3,2,3,NA
798,123,Millington Municipal Schools,Millington Elementary School,1,3,1,1,NA
798,130,Millington Municipal Schools,Millington Central High School,1,3,1,1,1
798,133,Millington Municipal Schools,Millington Middle School,1,3,1,2,1
800,5,Smith County,Carthage Elementary,4,3,4,4,NA
800,15,Smith County,Defeated Elementary,3,3,3,3,3
800,20,Smith County,Forks River Elementary,1,2,2,2,1
800,25,Smith County,Gordonsville High School,3,4,5,5,1
800,30,Smith County,Gordonsville Elementary School,3,3,3,3,2
800,45,Smith County,Smith County High School,1,1,2,1,1
800,51,Smith County,Smith County Middle School,3,5,4,5,1
800,60,Smith County,Union Heights Elementary,2,3,2,3,2
810,10,Stewart County,Stewart County Middle School,2,4,2,3,1
810,15,Stewart County,Dover Elementary,5,5,3,5,NA
810,17,Stewart County,North Stewart Elementary,1,3,1,1,NA
810,25,Stewart County,Stewart Co High School,1,2,1,1,4
820,25,Sullivan County,Blountville Elementary,2,3,1,2,NA
820,30,Sullivan County,Blountville Middle School,1,3,1,1,2
820,35,Sullivan County,Bluff City Elementary,4,3,5,4,NA
820,40,Sullivan County,Bluff City Middle School,3,3,3,3,3
820,55,Sullivan County,Central Heights Elementary,5,5,4,5,NA
820,60,Sullivan County,Sullivan Central High School,3,3,2,3,5
820,75,Sullivan County,Colonial Heights Middle,5,5,1,3,5
820,80,Sullivan County,Sullivan East High School,4,5,3,4,3
820,85,Sullivan County,Emmett Elementary,3,5,1,3,NA
820,95,Sullivan County,Holston Elementary,5,3,5,5,NA
820,100,Sullivan County,Holston Middle School,4,5,2,4,3
820,110,Sullivan County,Holston Valley Middle School,1,4,1,1,2
820,115,Sullivan County,Indian Springs Elementary,1,3,1,1,NA
820,150,Sullivan County,Mary Hughes School,4,4,5,5,1
820,155,Sullivan County,Miller Perry Elementary,5,3,5,5,NA
820,170,Sullivan County,Rock Springs Elementary,5,3,5,5,NA
820,175,Sullivan County,Sullivan Gardens K-8,4,5,2,5,2
820,182,Sullivan County,Sullivan North High School,1,3,1,1,4
820,183,Sullivan County,Sullivan South High School,5,3,5,5,5
820,210,Sullivan County,North Middle School,2,3,1,2,3
820,215,Sullivan County,Ketron Elementary School,5,3,5,5,NA
820,220,Sullivan County,Innovation Academy,1,4,1,1,3
821,5,Bristol,Anderson Elementary,5,5,5,5,5
821,7,Bristol,Avoca Elementary,4,2,5,4,3
821,20,Bristol,Fairmount Elementary,5,4,4,4,5
821,25,Bristol,Haynesfield Elementary,4,3,5,4,5
821,30,Bristol,Holston View Elementary,4,4,3,4,2
821,35,Bristol,Vance Middle School,3,5,1,1,5
821,45,Bristol,Tennessee High School,5,1,5,5,5
821,50,Bristol,Tennessee Online Public School,5,5,5,5,3
822,10,Kingsport,Dobyns - Bennett High School,5,3,5,5,5
822,15,Kingsport,Andrew Jackson Elementary School,3,3,3,3,NA
822,20,Kingsport,Thomas Jefferson Elementary School,4,3,5,4,NA
822,25,Kingsport,Andrew Johnson Elementary School,5,5,5,5,NA
822,28,Kingsport,John F. Kennedy Elementary School,5,5,5,5,NA
822,30,Kingsport,Abraham Lincoln Elementary School,2,3,3,2,NA
822,32,Kingsport,John Adams Elementary School,3,3,4,3,NA
822,40,Kingsport,Ross N. Robinson Middle School,3,3,1,1,5
822,45,Kingsport,John Sevier Middle School,4,3,1,2,5
822,50,Kingsport,George Washington Elementary School,5,4,5,5,NA
822,55,Kingsport,Theodore Roosevelt Elementary School,5,5,5,5,NA
830,3,Sumner County,Jack Anderson Elementary,5,5,5,5,NA
830,5,Sumner County,Beech Elementary,3,3,2,3,NA
830,7,Sumner County,Beech Sr High School,2,1,3,1,4
830,10,Sumner County,Bethpage Elementary,1,3,1,1,NA
830,15,Sumner County,Robert E Ellis Middle,5,5,5,5,5
830,25,Sumner County,Gallatin Senior High School,5,5,4,5,3
830,30,Sumner County,Guild Elementary,5,5,5,5,NA
830,35,Sumner County,Gene W. Brown Elementary,1,3,1,1,NA
830,40,Sumner County,Hendersonville High School,4,1,5,4,3
830,50,Sumner County,Howard Elementary,4,2,5,4,NA
830,51,Sumner County,T. W. Hunter Middle School,5,5,5,5,5
830,52,Sumner County,Indian Lake Elementary,1,2,1,1,NA
830,53,Sumner County,Merrol Hyde Magnet School,5,3,5,5,5
830,54,Sumner County,J W Wiseman Elementary,3,3,3,3,NA
830,55,Sumner County,Lakeside Park Elementary,5,3,5,5,NA
830,56,Sumner County,Station Camp Middle School,1,4,1,1,1
830,57,Sumner County,Madison Creek Elementary,1,1,1,1,NA
830,60,Sumner County,Millersville Elementary,2,2,3,2,NA
830,65,Sumner County,Nannie Berry Elementary,5,5,5,5,NA
830,70,Sumner County,Watt Hardison Elementary,4,4,3,4,NA
830,75,Sumner County,North Sumner Elementary,4,3,4,4,NA
830,80,Sumner County,Oakmont Elementary,3,3,1,3,NA
830,85,Sumner County,Portland High School,2,2,2,1,4
830,90,Sumner County,Portland East Middle School,3,3,1,1,5
830,93,Sumner County,E B Wilson,2,NA,2,2,3
830,95,Sumner County,Clyde Riggs Elementary,5,5,5,5,NA
830,97,Sumner County,Joe Shafer Middle School,5,5,4,5,3
830,100,Sumner County,Rucker Stewart Middle,1,2,2,1,2
830,101,Sumner County,Station Camp Elementary,3,3,4,3,NA
830,102,Sumner County,Station Camp High School,5,2,5,5,3
830,104,Sumner County,Benny C. Bills Elementary School,3,3,2,3,NA
830,105,Sumner County,Union Elementary School,2,1,3,2,NA
830,107,Sumner County,V G Hawkins Middle School,5,3,1,2,5
830,109,Sumner County,Vena Stuart Elementary,4,4,3,4,NA
830,110,Sumner County,R T Fisher Alternative,1,1,1,1,2
830,112,Sumner County,Walton Ferry Elementary,4,3,5,4,NA
830,113,Sumner County,George A Whitten Elementary,5,3,5,5,NA
830,115,Sumner County,Westmoreland Elementary,3,1,4,3,NA
830,117,Sumner County,Westmoreland Middle School,1,2,5,3,1
830,120,Sumner County,Westmoreland High School,5,3,5,5,5
830,125,Sumner County,White House High School,3,2,3,3,3
830,130,Sumner County,White House Middle School,5,4,1,2,5
830,135,Sumner County,Knox Doss Middle School at Drakes Creek,5,5,5,5,1
830,140,Sumner County,Portland West Middle School,2,3,1,1,4
830,150,Sumner County,Harold B. Williams Elementary School,1,1,3,1,NA
830,152,Sumner County,Portland Gateview Elementary School,2,3,1,2,NA
830,160,Sumner County,Dr. William Burrus Elementary at Drakes Creek,5,4,5,5,NA
840,2,Tipton County,Austin Peay Elementary School,2,2,2,2,NA
840,4,Tipton County,Atoka Elementary School,5,3,5,5,NA
840,7,Tipton County,Brighton Elementary,4,2,5,4,NA
840,11,Tipton County,Brighton High School,1,1,4,3,1
840,12,Tipton County,Brighton Middle School,3,1,5,3,3
840,13,Tipton County,Crestview Middle School,3,3,3,3,4
840,14,Tipton County,Covington Integrated Arts Academy,3,3,2,3,3
840,15,Tipton County,Covington High School,5,5,5,5,4
840,17,Tipton County,Crestview Elementary,3,2,3,3,NA
840,20,Tipton County,Drummonds Elementary,1,1,1,1,NA
840,45,Tipton County,Munford Elementary,5,4,5,5,NA
840,48,Tipton County,Munford Middle School,5,4,5,5,5
840,50,Tipton County,Munford High School,5,3,5,5,4
840,60,Tipton County,Tipton County Alternative Learning Center,1,2,1,1,1
850,5,Trousdale County,Trousdale Co Elementary,5,5,5,5,NA
850,10,Trousdale County,Trousdale Co High School,3,2,3,3,NA
850,15,Trousdale County,Jim Satterfield Middle School,5,3,5,5,5
860,5,Unicoi County,Unicoi Co Middle School,1,1,1,1,5
860,15,Unicoi County,Love Chapel Elementary,3,4,1,3,NA
860,25,Unicoi County,Rock Creek Elementary,4,4,4,4,NA
860,30,Unicoi County,Temple Hill Elementary,3,3,3,3,NA
860,35,Unicoi County,Unicoi Co High School,2,3,3,3,1
860,40,Unicoi County,Unicoi Elementary,3,3,3,3,NA
870,5,Union County,Big Ridge Elementary,3,3,2,3,NA
870,25,Union County,H Maynard Middle School,3,3,3,3,1
870,35,Union County,Luttrell Elementary,3,3,3,3,NA
870,40,Union County,Maynardville Elementary,1,3,1,1,NA
870,45,Union County,Sharps Chapel Elementary,3,4,3,3,NA
870,53,Union County,Union County Alternative Center,1,NA,NA,NA,1
870,55,Union County,Union County High School,3,3,4,4,1
870,57,Union County,Paulette Elementary School,1,1,1,1,NA
870,60,Union County,Tennessee Virtual Academy,1,1,1,1,1
870,70,Union County,Tennessee Virtual High School,1,4,1,1,NA
880,30,Van Buren County,Spencer Elementary,3,2,3,3,NA
880,35,Van Buren County,Van Buren Co High School,5,3,5,5,2
890,10,Warren County,Centertown Elementary,1,1,2,1,5
890,20,Warren County,Dibrell Elementary,1,2,1,1,5
890,30,Warren County,Eastside Elementary,1,3,1,1,1
890,38,Warren County,Hickory Creek School,3,2,5,3,NA
890,40,Warren County,Irving College Elementary,2,2,3,2,3
890,50,Warren County,Morrison Elementary,3,3,3,3,5
890,63,Warren County,Bobby Ray Memorial,1,1,1,1,NA
890,75,Warren County,Warren County Middle School,1,2,1,1,5
890,80,Warren County,Warren County High School,1,1,2,1,5
890,85,Warren County,West Elementary,3,3,3,3,NA
900,25,Washington County,Boones Creek Elementary,3,4,2,3,NA
900,30,Washington County,Boones Creek Middle School,5,4,4,4,5
900,37,Washington County,Daniel Boone High School,3,2,3,2,5
900,38,Washington County,David Crockett High School,4,5,2,4,4
900,45,Washington County,Fall Branch Elementary,2,3,3,3,1
900,50,Washington County,Grandview Elementary School,3,2,3,3,1
900,55,Washington County,Gray Elementary School,5,5,5,5,5
900,60,Washington County,Jonesborough Elementary,3,5,1,3,NA
900,65,Washington County,Jonesborough Middle School,5,5,5,5,3
900,75,Washington County,Lamar Elementary,4,4,3,4,3
900,80,Washington County,Ridgeview Elementary School,5,5,1,3,5
900,90,Washington County,South Central Elementary,1,2,1,1,3
900,95,Washington County,Sulphur Springs Elementary,5,5,3,5,5
900,105,Washington County,University School,3,4,3,3,1
900,110,Washington County,West View School,5,5,5,5,1
901,7,Johnson City,Cherokee Elementary,5,5,4,5,NA
901,15,Johnson City,Fairmont Elementary,1,1,1,1,NA
901,16,Johnson City,Indian Trail Intermediate School,3,1,3,1,5
901,18,Johnson City,Lake Ridge Elementary,5,5,5,5,NA
901,20,Johnson City,Woodland Elementary,5,4,4,5,NA
901,35,Johnson City,Liberty Bell Middle School,5,3,5,5,5
901,37,Johnson City,Mountain View Elementary,5,5,3,5,NA
901,40,Johnson City,North Side Elementary,3,3,4,3,NA
901,45,Johnson City,Science Hill High School,5,1,5,5,1
901,55,Johnson City,South Side Elementary,5,5,3,5,NA
901,65,Johnson City,Towne Acres Elementary,5,5,5,5,NA
910,5,Wayne County,Collinwood Elementary,2,4,1,2,NA
910,10,Wayne County,Collinwood High School,3,5,3,4,1
910,15,Wayne County,Collinwood Middle School,4,5,3,5,2
910,25,Wayne County,Frank Hughes School,3,3,2,2,4
910,35,Wayne County,Wayne County High School,4,3,3,3,4
910,40,Wayne County,Waynesboro Elementary,5,5,3,5,NA
910,45,Wayne County,Waynesboro Middle School,3,5,1,3,1
920,5,Weakley County,Dresden Elementary,5,3,5,5,NA
920,7,Weakley County,Dresden Middle School,5,3,5,5,4
920,10,Weakley County,Dresden High School,4,2,5,3,5
920,15,Weakley County,Gleason School,5,3,5,4,5
920,25,Weakley County,Greenfield School,3,2,5,4,1
920,35,Weakley County,Martin Elementary,2,3,2,2,NA
920,40,Weakley County,Westview High School,4,5,3,4,3
920,45,Weakley County,Martin Middle School,2,3,2,2,3
920,60,Weakley County,Sharon School,1,1,1,1,4
930,10,White County,Bon De Croft Elementary,3,3,3,3,NA
930,15,White County,Cassville Elementary,3,2,3,3,NA
930,25,White County,Doyle Elementary,1,1,1,1,NA
930,35,White County,Findlay Elementary,1,2,1,1,NA
930,37,White County,Northfield Elementary School,3,4,2,3,NA
930,40,White County,White County High School,5,2,5,4,5
930,50,White County,White Co Middle School,1,2,1,1,3
930,60,White County,Woodland Park Elementary,3,3,3,3,NA
940,4,Williamson County,Allendale Elementary School,4,3,4,4,NA
940,5,Williamson County,Bethesda Elementary,4,3,4,4,NA
940,12,Williamson County,Brentwood High School,1,1,3,1,4
940,17,Williamson County,Centennial High School,1,1,1,1,1
940,20,Williamson County,College Grove Elementary,1,1,1,1,NA
940,22,Williamson County,Clovercroft Elementary School,5,2,5,5,NA
940,23,Williamson County,Chapman's Retreat Elementary,2,1,4,2,NA
940,27,Williamson County,Edmondson Elementary,3,2,3,3,NA
940,28,Williamson County,Crockett Elementary,1,1,2,1,NA
940,30,Williamson County,Fairview Elementary,2,2,2,2,NA
940,33,Williamson County,Fairview Middle School,5,4,3,4,5
940,35,Williamson County,Fairview High School,1,1,3,2,1
940,40,Williamson County,Franklin High School,5,1,5,5,3
940,41,Williamson County,Fred J Page Middle School,5,5,3,5,5
940,42,Williamson County,Fred J Page High School,3,3,3,3,1
940,45,Williamson County,Grassland Elementary,3,2,5,3,NA
940,46,Williamson County,Grassland Middle School,5,5,5,5,5
940,48,Williamson County,Heritage Elementary,4,2,5,4,NA
940,49,Williamson County,Heritage Middle School,5,5,5,5,5
940,50,Williamson County,Hillsboro Elementary/ Middle School,5,5,3,5,5
940,52,Williamson County,Independence High School,5,4,5,5,5
940,54,Williamson County,Spring Station Middle School,5,5,4,5,5
940,57,Williamson County,Hunters Bend Elementary,3,3,3,3,NA
940,58,Williamson County,Jordan Elementary School,4,5,2,4,NA
940,59,Williamson County,Kenrose Elementary,1,3,1,1,NA
940,60,Williamson County,Lipscomb Elementary,5,3,5,5,NA
940,61,Williamson County,Longview Elementary School,3,3,4,3,NA
940,63,Williamson County,Renaissance High School,1,2,2,1,NA
940,64,Williamson County,Pearre Creek Elementary School,3,2,3,3,NA
940,65,Williamson County,Nolensville Elementary,3,3,4,3,NA
940,66,Williamson County,Nolensville High School,5,5,5,5,5
940,67,Williamson County,Brentwood Middle School,5,5,5,5,5
940,68,Williamson County,Oak View Elem School,2,1,3,2,NA
940,71,Williamson County,Mill Creek Elementary School,5,5,5,5,NA
940,72,Williamson County,Mill Creek Middle School,5,5,3,5,5
940,74,Williamson County,Ravenwood High School,5,3,5,5,5
940,76,Williamson County,Scales Elementary,2,2,3,2,NA
940,77,Williamson County,Sunset Elementary School,3,3,4,3,NA
940,78,Williamson County,Sunset Middle School,5,5,5,5,5
940,79,Williamson County,Summit High School,3,1,5,3,3
940,80,Williamson County,Trinity Elementary,4,3,5,4,NA
940,81,Williamson County,Thompson's Station Elementary School,3,1,4,3,NA
940,82,Williamson County,Thompson's Station Middle School,5,5,3,5,5
940,83,Williamson County,Walnut Grove Elementary,2,2,3,2,NA
940,84,Williamson County,Woodland Middle School,5,5,5,5,5
940,88,Williamson County,Westwood Elementary School,4,3,5,4,NA
940,89,Williamson County,Winstead Elementary School,1,1,1,1,NA
941,5,Franklin SSD,Johnson Elementary,2,2,2,2,NA
941,10,Franklin SSD,Franklin Elementary,5,5,3,5,NA
941,21,Franklin SSD,Freedom Intermediate,5,2,5,5,4
941,22,Franklin SSD,Freedom Middle School,5,1,1,1,5
941,25,Franklin SSD,Liberty Elementary,2,3,2,2,NA
941,30,Franklin SSD,Moore Elementary,5,4,5,5,NA
941,35,Franklin SSD,Poplar Grove K-4,5,3,5,5,NA
941,40,Franklin SSD,Poplar Grove 5-8,1,1,3,1,3
950,5,Wilson County,Carroll Oakland Elementary,4,3,5,5,1
950,10,Wilson County,Gladeville Elementary,1,1,1,1,NA
950,15,Wilson County,Springdale Elementary School,5,3,5,5,NA
950,20,Wilson County,Lakeview Elementary School,4,4,3,4,NA
950,25,Wilson County,Lebanon High School,3,3,2,3,5
950,30,Wilson County,Mt. Juliet High School,5,5,5,5,5
950,32,Wilson County,Mt. Juliet Middle School,5,5,1,4,5
950,33,Wilson County,West Wilson Middle School,5,2,5,4,5
950,35,Wilson County,Mt. Juliet Elementary,3,5,1,3,NA
950,46,Wilson County,Rutland Elementary,5,5,5,5,NA
950,50,Wilson County,Southside Elementary,3,3,2,3,5
950,52,Wilson County,Stoner Creek Elementary,1,3,1,1,NA
950,55,Wilson County,Tuckers Crossroads Elementary,4,4,3,3,4
950,60,Wilson County,Watertown High School,5,4,5,5,3
950,63,Wilson County,Watertown Elementary,5,4,5,5,NA
950,65,Wilson County,West Elementary,5,5,4,5,NA
950,73,Wilson County,Wilson Central High School,5,5,5,5,5
950,80,Wilson County,W A Wright Elementary,5,5,5,5,NA
950,87,Wilson County,Tennessee Virtual On-Line School,1,1,1,1,2
950,90,Wilson County,Elzie D Patton Elementary School,3,4,3,3,NA
950,95,Wilson County,Watertown Middle School,2,3,1,1,3
951,5,Lebanon,Byars Dowdy Elementary,3,3,4,3,NA
951,7,Lebanon,Coles Ferry Elementary,5,3,5,5,NA
951,30,Lebanon,Sam Houston Elementary,1,3,1,1,NA
951,35,Lebanon,Walter J. Baird Middle School,5,4,4,4,5
951,40,Lebanon,Castle Heights Elementary,1,1,1,1,NA
951,45,Lebanon,Winfree Bryant Middle School,1,2,1,1,2
961,5,Alvin C York Institute,Alvin C. York Institute,5,5,5,5,5
963,5,Tennessee School for Blind,Tenn School For Blind,3,NA,3,3,NA
964,5,Tennessee School for the Deaf,Tennessee Elementary School For Deaf,3,4,1,3,NA
964,10,Tennessee School for the Deaf,Tennessee School for the Deaf Upper School,1,1,2,1,NA
970,45,Department of Children's Services Ed. Division,Wilder Youth Development Center,1,1,1,1,1
970,140,Department of Children's Services Ed. Division,DCS Affiliated Schools,1,NA,NA,NA,1
985,5,Achievement School District,Corning Achievement Elementary,3,2,4,3,NA
985,10,Achievement School District,Westside Middle School,3,4,3,3,1
985,15,Achievement School District,Frayser Achievement Elementary,3,3,3,3,NA
985,20,Achievement School District,Whitney Achievement Elementary School,4,4,4,4,NA
985,25,Achievement School District,Georgian Hills Achievement Elementary School,4,3,4,4,NA
985,45,Achievement School District,Pathways in Education - TN,3,3,3,3,3
985,50,Achievement School District,Pathways in Education - Whitehaven,2,3,1,1,3
985,8005,Achievement School District,Brick Church: A LEAD Public School,5,4,5,5,5
985,8010,Achievement School District,Cornerstone Prep - Lester Campus,2,3,1,2,NA
985,8015,Achievement School District,Humes Preparatory Academy Middle  School,1,1,1,1,2
985,8020,Achievement School District,KIPP Memphis Preparatory Middle,1,2,1,1,1
985,8024,Achievement School District,Aspire Hanley Middle School,1,3,5,4,1
985,8025,Achievement School District,Aspire Hanley Elementary,4,3,5,4,NA
985,8040,Achievement School District,KIPP Memphis Academy Elementary,1,2,2,1,NA
985,8050,Achievement School District,Aspire Coleman,1,1,1,1,1
985,8055,Achievement School District,Fairley High School,1,1,1,1,1
985,8060,Achievement School District,Promise Academy - Spring Hill,1,2,1,1,NA
985,8065,Achievement School District,Martin Luther King Preparatory High School,1,2,1,1,3
985,8070,Achievement School District,Lester Prep,5,5,4,5,5
985,8075,Achievement School District,Freedom Preparatory Academy Charter Elementary School,3,2,4,3,NA
985,8090,Achievement School District,Neely's Bend: A LEAD Public School,5,5,3,4,4
985,8095,Achievement School District,Libertas School,5,4,5,5,NA
985,8105,Achievement School District,Wooddale Middle School,1,1,1,1,1
985,8110,Achievement School District,KIPP Memphis Preparatory Elementary,2,3,1,2,NA
985,8115,Achievement School District,Cornerstone Prep Denver Campus,5,5,4,5,NA
985,8120,Achievement School District,Memphis Scholars Florida Kansas,1,3,1,1,NA
985,8125,Achievement School District,Memphis Scholars Caldwell-Guthrie,4,3,5,4,NA
985,8130,Achievement School District,Memphis Scholars Raleigh-Egypt,2,3,2,2,3
985,8135,Achievement School District,Kirby Middle School,1,2,3,3,1
985,8140,Achievement School District,Hillcrest High School,3,2,3,2,3
986,8005,Tennessee State Board of Education,Bluff City High School,5,5,4,5,NA
